-419  ||  15.008795957226084
-969  ||  -161.62876946423216
-220  ||  -727.9874661650399
302  ||  -808.0501492365302
6  ||  -422.75234293428093
-612  ||  -497.2871363314173
-105  ||  -858.548095921011
-980  ||  -877.4850485383228
-578  ||  852.8910337417954
527  ||  512.8054782849808
988  ||  380.2032740391753
379  ||  193.9819234702045
967  ||  -917.1795279308403
683  ||  -656.4234133118437
-487  ||  662.9163779520504
-767  ||  492.53948508183294
294  ||  574.4612964849296
675  ||  -893.847527737426
957  ||  -725.7215271607533
151  ||  966.9948947908015
894  ||  -76.90401000309885
717  ||  -563.571463138387
255  ||  979.6029649000968
-336  ||  -560.152009397244
746  ||  -497.1334324642833
312  ||  147.35515696242624
670  ||  -512.1577658218357
289  ||  309.95737672884684
834  ||  -627.5088818862725
-704  ||  945.0822199366364
-240  ||  973.0108686926988
-249  ||  -741.4255227266929
414  ||  -188.44976631639815
978  ||  -234.41791187504157
805  ||  -985.276242312294
902  ||  -104.83315118855649
-500  ||  -370.76806264557
-648  ||  -434.6793319610272
649  ||  443.1012114010414
212  ||  -231.6497229307157
464  ||  -534.8476234380039
-735  ||  -702.4510307133837
23  ||  932.5575519328779
296  ||  -613.4880861582499
148  ||  943.8140930822728
-426  ||  244.95108345928497
-980  ||  -633.2090185980372
-461  ||  730.3043218208982
688  ||  241.52715104480217
-931  ||  188.12041610669417
