-360  ||  -389.19788504750557
-56  ||  -302.73238742340266
-585  ||  -142.96257547704477
-820  ||  -895.5668162194619
-420  ||  779.0565884185862
877  ||  -315.3616635565297
-95  ||  639.9395371265418
58  ||  209.52172461105647
275  ||  -251.12287406813346
113  ||  664.8904014821469
-474  ||  353.9182979791956
-743  ||  -946.4255073921663
617  ||  524.6475672997169
-213  ||  -371.5282447192452
574  ||  -602.7118339941449
184  ||  -10.94630521120314
-693  ||  -844.3707171749129
42  ||  842.6100518321371
-694  ||  236.2094783894231
787  ||  -916.6877100771118
449  ||  730.9507830526777
201  ||  872.0636353694404
408  ||  397.04601501762886
65  ||  309.2126724250427
897  ||  613.913797903821
